name,msg,time,link,length,expmsg
Vadim~,Dopolnenie,2000-10-06 18:46:41,https://vif2ne.org/nvk/forum/archive/words/1042?text=,1.98K,"Ne podskazhete li, kyda s'exal ""starij""vif2? (URL)?..."""
Novik,Re: Dopolnenie,2000-10-06 19:02:39,https://vif2ne.org/nvk/forum/archive/words/1043?text=,2.60K,"Приветствую.>Ne podskazhete li, kyda s'exal ""starij"">vif2? (URL)?Что значит ""старый""?"
Vadim~,Re: Dopolnenie,2000-10-06 19:24:43,https://vif2ne.org/nvk/forum/archive/words/1044?text=,3.19K,">Приветствую.>>Ne podskazhete li, kyda s'exal ""starij"">>vif2? (URL)?>>Что значит ""старый""?<..."""
Х-55,Новику - о цвете сообщений,2000-11-06 03:01:05,https://vif2ne.org/nvk/forum/archive/words/1038?text=,1.90K,"Уважаемый Новик!Сообщения, которые еще не прочитаны, но уже не новые, имеют какой-то грязно-зеленый цвет.Их трудно о..."""
Х-55,Новику - уже читаные сообщения теперь превратились в нечитаные...,2000-11-06 07:32:20,https://vif2ne.org/nvk/forum/archive/words/1039?text=,1.83K,"Или я что-то не так делаю?С уважением. Х-55...."""
cliver,Это уже лучше!,2000-12-06 12:36:32,https://vif2ne.org/nvk/forum/archive/words/1040?text=,1.56K,"..."""
Novik,Re: Dopolnenie,2000-12-06 13:45:21,https://vif2ne.org/nvk/forum/archive/words/1045?text=,2.37K,"Приветствую.>A eto znachit, chto do sego dnya ya vixodil na ""obichnij"" forym, ne ""testovoj"">po adresy w..."""
Alex Lee,И еще один вариант главной страницы,2000-12-06 15:55:43,https://vif2ne.org/nvk/forum/archive/words/1046?text=,1.82K,"По заявкам трудящихся - раскраска поярче...."""
Роман Алымов,"Это и есть новый форум, о котором столько говорили? (+)",2000-06-14 15:02:51,https://vif2ne.org/nvk/forum/archive/words/1047?text=,1.99K,"Мне кажется, старый интерфейс понятнее - там всё ""для дураков"" типа меня написано......."""
Novik,"Re: Типа в настройках, чисто в графе цветовая гамма... (+)",2000-06-14 15:16:36,https://vif2ne.org/nvk/forum/archive/words/1048?text=,1.84K,"Приветствую.>  Мне кажется, старый интерфейс понятнее - там всё ""для дураков"" типа меня написано...."
ARTHURM,Вопрос,2000-06-14 18:37:02,https://vif2ne.org/nvk/forum/archive/words/1049?text=,1.93K,"А что старый новый Форум-2 вообще закрывается?С уважением..."""
Novik,"Re: А Бог его знает. По идее, ето было бы логично (-)",2000-06-14 18:41:43,https://vif2ne.org/nvk/forum/archive/words/1050?text=,1.60K,"..."""
Александр Киян,Горнострелковая дивизи,2000-06-14 18:43:09,https://vif2ne.org/nvk/forum/archive/words/1055?text=,1.84K,"Коллеги !Не пожет ли кто поделится штатом гсд, действовавшим на начало ВОВ ?C уважением..."""
Валерий Мухин. Ведущий ВИФ-2.,Со Старостиным была договоренность о закрытии.,2000-06-14 18:44:50,https://vif2ne.org/nvk/forum/archive/words/1051?text=,1.71K,"..."""
Novik,"Народ! Не надо помещать свои сообщения в рубрику ""Мусор"".",2000-06-14 18:48:53,https://vif2ne.org/nvk/forum/archive/words/1052?text=,1.72K,"Показ данной рубрики у пользователей по умолчанию отключен...."""
Олег...,Все отлично работает (+)...,2000-06-14 19:01:20,https://vif2ne.org/nvk/forum/archive/words/1053?text=,1.80K,"А как со старым быть?Народ заблуждаться не начнет?..."""
Novik,Re: Собственно...,2000-06-14 19:06:01,https://vif2ne.org/nvk/forum/archive/words/1054?text=,1.80K,"Приветствую.>А как со старым быть?>Народ заблуждаться не начнет?Старостин и был одним из тех..."""
Максим Гераськин,"Кто прочитал ""Упущенный шанс Сталина"" М. Мельтюхова ?(+)",2000-06-14 19:11:34,https://vif2ne.org/nvk/forum/archive/words/1062?text=,2.48K,"Я как раз читаю, производит впечатление серъезного труда (конечно, для моей ""любительской"" квалификации).Интересно было бы у..."""
Глеб Бараев,Re: Горнострелковая дивизи,2000-06-14 19:51:02,https://vif2ne.org/nvk/forum/archive/words/1056?text=,2.00K,">Коллеги !>Не пожет ли кто поделится штатом гсд, действовавшим на начало ВОВ ?<..."""
А.Никольский,И посмотрим как ведущие работают -- оффтоп про Гус,2000-06-14 20:09:49,https://vif2ne.org/nvk/forum/archive/words/1115?text=,2.72K,"Как меня этот Гусь затрахал. Все новости гад сожрал. Все большие люди из-за этого отца родного сегодня всякой херней занимались,..."""
А.Никольский,"Re: Кто прочитал ""Упущенный шанс Сталина"" М. Мельтюхова ?(+)",2000-06-14 20:20:54,https://vif2ne.org/nvk/forum/archive/words/1063?text=,2.24K,">Я как раз читаю, производит впечатление серъезного труда (конечно, для моей ""любительской"" квалификации).>..."""
Игорь Куртуков,"Re: Кто прочитал ""Упущенный шанс Сталина"" М. Мельтюхова ?(+)",2000-06-14 21:03:53,https://vif2ne.org/nvk/forum/archive/words/1064?text=,2.04K,">Я как раз читаю, производит впечатление серъезного труда (конечно, для моей ""любительской"" квалификации).>..."""
Игорь Куртуков,Фак ит. Администрации форума.,2000-06-14 21:07:10,https://vif2ne.org/nvk/forum/archive/words/1057?text=,2.01K,"1. Зачем он спрашивает регистрацию на чтение? Чтобы уменьшить количество читающих?2. Не могу увидеть свой ответ на ""Кто ..."""
Игорь Куртуков,Re: Фак ит. Поправка,2000-06-14 21:09:59,https://vif2ne.org/nvk/forum/archive/words/1058?text=,1.82K,">2. Не могу увидеть свой ответ на ""Кто прочитал ..."". Говорит нет такой пейдж.Уже вижу...."""
Валерий Мухин. Ведущий ВИФ-2.,Хм!? Переместилось. Но сразу это не видно. :-(,2000-06-14 21:34:37,https://vif2ne.org/nvk/forum/archive/words/1117?text=,1.78K,"..."""
Mike,Новику кляуза с пожеланием,2000-06-14 21:55:41,https://vif2ne.org/nvk/forum/archive/words/1149?text=,2.60K,"Хотелось бы, чтобы дерево сообщений начиналось с возможности занесения нового сообщения. Ибо если вызывать только ""tree"", то неч..."""
Novik,Re: Не будет.,2000-06-14 22:19:57,https://vif2ne.org/nvk/forum/archive/words/1150?text=,2.51K,"Приветствую.>Хотелось бы, чтобы дерево сообщений начиналось с возможности занесения нового сообщения. Ибо е..."""
Novik,"Re: Однако, кеш, батенька :)",2000-06-14 22:23:32,https://vif2ne.org/nvk/forum/archive/words/1118?text=,1.78K,"Приветствую.Должны же сообщения хоть изредка кешироваться? Возможность ""перетаскивания"" из рубрики в рубрику предусмотрена н..."""
Novik,Re: Не бывает.,2000-06-14 22:33:13,https://vif2ne.org/nvk/forum/archive/words/1059?text=,2.00K,"Приветствую.>>2. Не могу увидеть свой ответ на ""Кто прочитал ..."". Говорит нет такой пейдж.>>Уже ви..."""
Mike,Re: Не будет.,2000-06-14 22:37:12,https://vif2ne.org/nvk/forum/archive/words/1151?text=,2.46K,">Приветствую.>>Хотелось бы, чтобы дерево сообщений начиналось с возможности занесения нового сообщения. Ибо..."""
Mike,Еще кляуза (перенос из курилки),2000-06-14 22:42:00,https://vif2ne.org/nvk/forum/archive/words/1060?text=,1.75K,"Почему форум, настроенный на основательный показ одного окна открываемые сообщения в этом же окне и открывает? Новое хочу!"
Novik,"Re: Mike, я especially for you",2000-06-14 22:44:49,https://vif2ne.org/nvk/forum/archive/words/1152?text=,2.19K,"сделал текстовый вариант - зайди в настройки. Если не нравится, рисуй собственный скин. Наличие командногофрейма обязательно..."""
Exeter,Осмотрел!,2000-06-14 22:55:13,https://vif2ne.org/nvk/forum/archive/words/1061?text=,1.55K,"..."""
Mike,"Re: Mike, я especially for you",2000-06-14 23:20:00,https://vif2ne.org/nvk/forum/archive/words/1153?text=,2.50K,">сделал текстовый вариант - зайди в настройки. Если не нравится, рисуй собственный скин. Наличие командного..."""
Илья Григоренко,"Ну-с, начнем? : )",2000-06-15 00:33:42,https://vif2ne.org/nvk/forum/archive/words/2309?text=,9.95K,"..."""
СОР,"Включил я НТВ, тьфу и выключил.",2000-06-15 00:34:15,https://vif2ne.org/nvk/forum/archive/words/1120?text=,2.50K,"..."""
Максим Гераськин,У меня такое ощущение(+),2000-06-15 01:26:04,https://vif2ne.org/nvk/forum/archive/words/1121?text=,2.20K,"что они сейчас специально с цепи сорвались. Малейший упрек породит обвинения в удушении гласности.Перл с НТВ, вопрос молодом..."""
Максим Гераськин,Спасибо(-),2000-06-15 01:31:37,https://vif2ne.org/nvk/forum/archive/words/1065?text=,1.57K,"-..."""
Следопыт,"Надо цвета с ""Курилкой"" разделить, а то...",2000-06-15 01:45:17,https://vif2ne.org/nvk/forum/archive/words/1079?text=,2.24K,"...сидишь как дурак и ждешь когда обновится... :-) и еще, не отпугнет ли ""Регистрация"" новых пользователей (я так понял на ВИФ т..."""
Валерий Мухин. Ведущий ВИФ-2.,А ведь все же морочат головы простым гражданам в Латруне тем самым Т-72!,2000-06-15 02:09:39,https://vif2ne.org/nvk/forum/archive/words/1066?text=,2.52K,"С моей гостевой книги.============18.05.2000, 19:08:16Женя[realist@internet-zahav.net]По результатам использован..."""
Lukin,Цитаты со старого ВИФ... Я плакаль...,2000-06-15 02:22:53,https://vif2ne.org/nvk/forum/archive/words/1082?text=,2.48K,"выдержка из дискуссии уважаемого В.Мухина с местным хип-хоповцем:""целый Мухин, такой ветеран и не видел такое по телеку, мне..."""
Кырпыш,Re: Цитаты со старого ВИФ... Я плакаль...,2000-06-15 02:26:18,https://vif2ne.org/nvk/forum/archive/words/1083?text=,2.22K,"Приветствие>выдержка из дискуссии уважаемого В.Мухина с местным хип-хоповцем:>""целый Мухин, такой ветер..."""
Кырпыш,Re: Цитаты со старого ВИФ... Я плакаль...,2000-06-15 02:32:15,https://vif2ne.org/nvk/forum/archive/words/1084?text=,2.39K,"Приветствие>выдержка из дискуссии уважаемого В.Мухина с местным хип-хоповцем:>""целый Мухин, такой ветер..."""
А.Никольский,Военно-исторический вопрос,2000-06-15 02:56:46,https://vif2ne.org/nvk/forum/archive/words/1067?text=,1.84K,"В каком месте немецкие фашисты пересекли канал им.Москвы кроме Яхромы? Или больше нигде?..."""
Владимир Несамарский,Настоящих буйных мало - вот и нету вожаков (+),2000-06-15 05:32:24,https://vif2ne.org/nvk/forum/archive/words/1122?text=,1.93K,"Пока находится достаточно мазохистов, готовых смотреть НТВ. ..."""
Владимир Несамарский,"Кенигсберг? Как же, помню... три дня пушками долбили...",2000-06-15 05:35:29,https://vif2ne.org/nvk/forum/archive/words/2310?text=,10.09K,"Кстати, Илья, Вы будете таки в Берлине в неделю 9-13 июля? А то могли бы встретиться, показали бы мне места боевой славы моих ро..."""
VS,Re: Военно-исторический вопрос,2000-06-15 05:48:11,https://vif2ne.org/nvk/forum/archive/words/1068?text=,1.73K,>В каком месте немецкие фашисты пересекли канал им.Москвы кроме Яхромы? Или больше нигде?--------
Владимир Несамарский,"Лукин - то ли у Вас в Коммерсанте трехнулись, то ли у меня (-)",2000-06-15 06:03:04,https://vif2ne.org/nvk/forum/archive/words/1070?text=,4.31K,"ум за разум зашел, но мне чудится, что полигон Капустин Яр - в Саратовской области. А?А вот что пишет Коммерсант (цитиру..."""
СОР,"Re: Лукин - то ли у Вас в Коммерсанте трехнулись, то ли у меня (-)",2000-06-15 06:10:11,https://vif2ne.org/nvk/forum/archive/words/1071?text=,2.02K,"Космодром Капустин Яр Космодром СССР. Расположен в районе села Капустин Яр в Астраханской области, в низовье Волгив точке с ..."""
VS,"Re: Лукин - то ли у Вас в Коммерсанте трехнулись, то ли у меня (-)",2000-06-15 07:23:29,https://vif2ne.org/nvk/forum/archive/words/1072?text=,1.99K,">Космодром Капустин Яр Космодром СССР. Расположен в районе села Капустин Яр в Астраханской области, в низовье В..."""
Макс,Минные постановки,2000-06-15 07:43:16,https://vif2ne.org/nvk/forum/archive/words/1096?text=,2.05K,"Здравствуйте!Не подскажет ли многоуважаемый All:1. Что говорили флотские уставы в 1914-м и в 1941-м годах о минных поста..."""
Lukin,НСН криво излагает. Вот полный текст,2000-06-15 08:04:29,https://vif2ne.org/nvk/forum/archive/words/1073?text=,2.97K,"Сегодняшняя газета ЦИТАТАДоговорившись о Байконуре, Россия начала переговоры об аренде других военных полигонов - ра..."""
VS,Re: НСН криво излагает. Вот полный текст,2000-06-15 09:08:36,https://vif2ne.org/nvk/forum/archive/words/1074?text=,2.38K,">Ну то есть с Астрахани взлетают, а обломки ступеней падают над Казахстаном. -------Капъяр - воз..."""
Lukin,"См.постинг СОРа чуть повыше. Да пофигу, ступени-то далеко летят...",2000-06-15 09:11:12,https://vif2ne.org/nvk/forum/archive/words/1075?text=,1.79K,">>Ну то есть с Астрахани взлетают, а обломки ступеней падают над Казахстаном.>------->Капъяр - возле Во..."""
Афанасьев Олег,В связи с переездом - предложение Мухину,2000-06-15 10:02:06,https://vif2ne.org/nvk/forum/archive/words/1253?text=,2.89K,"Уважаемый В.Мухин!По скольку довольно часто в тех или иныхтемах WWII возникают вопросы по численности/составу/ТТХ, а дер..."""
Читатель,"Ну и где Все? И тест, заодно..",2000-06-15 10:49:23,https://vif2ne.org/nvk/forum/archive/words/1069?text=,2.05K,"Здравия желаю. Что-то я не пойму какой форум сейчас актуален? Что мне читать?Сегодня вроде как здесь всё так оптимис..."""
СОР,Космодром Капустин Яр находится в Неваде недалеко от Пекина,2000-06-15 10:52:41,https://vif2ne.org/nvk/forum/archive/words/1076?text=,3.66K,"http://www.space.hobby.ru/baykonur/kapustin_yar.htm..."""
СОР,С координатоми что то не впорядке,2000-06-15 10:56:51,https://vif2ne.org/nvk/forum/archive/words/1077?text=,2.14K,">  http://www.space.hobby.ru/bayko..."""
VS,Re: С координатоми что то не впорядке,2000-06-15 11:09:15,https://vif2ne.org/nvk/forum/archive/words/1078?text=,1.94K,">Наверное что бы америкацы долго искали-----------Ага. Это как с Байконуром - который находится ..."""
GoG,относительно Кисилева из НТВ,2000-06-15 11:10:40,https://vif2ne.org/nvk/forum/archive/words/1124?text=,2.06K,"Сам он говорил,что был вроде бы военным переводчиком,а я слышал что служил в КГБ.Если это так,то было бы интересно узнать,за..."""
landman,Перенос из ВИФ-2 (old edit) о модерировании,2000-06-15 11:22:12,https://vif2ne.org/nvk/forum/archive/words/1301?text=,4.24K,"Доброго всем времени сутокИмею желание высказать свое мнение о модерирование данного форума1. Модерирование без ..."""
Игорь К.,"Re: Надо цвета с ""Курилкой"" разделить, а то...",2000-06-15 11:37:17,https://vif2ne.org/nvk/forum/archive/words/1080?text=,2.19K,">...сидишь как дурак и ждешь когда обновится... :-) и еще, не отпугнет ли ""Регистрация"" новых пользователей (я ..."""
Novik,Re: Насчет цветов - не будет (+),2000-06-15 11:44:12,https://vif2ne.org/nvk/forum/archive/words/1081?text=,2.04K,"Приветствую.>...сидишь как дурак и ждешь когда обновится... :-) и еще, не отпугнет ли И так ..."""
Novik,"Re: Ну, я Вам там уже отвечал...",2000-06-15 11:52:10,https://vif2ne.org/nvk/forum/archive/words/1302?text=,3.41K,"Приветствую.>Доброго всем времени суток>1. Модерирование без четкого и коро..."""
Novik,Re: И Вы тоже не обращайте внимания...,2000-06-15 11:59:38,https://vif2ne.org/nvk/forum/archive/words/1085?text=,1.70K,"Приветствую.Но, please, ведите себя корректно. В противном случае отрублю доступ не только по записи, но и по чтению."
Lukin,Re: относительно Кисилева из НТВ,2000-06-15 12:04:36,https://vif2ne.org/nvk/forum/archive/words/1125?text=,2.15K,">Сам он говорил,что был вроде бы военным переводчиком,а я слышал что служил в КГБ.>Если это так,то было бы ..."""
landman,"Re: Ну, я Вам там уже отвечал...",2000-06-15 12:25:40,https://vif2ne.org/nvk/forum/archive/words/1303?text=,3.38K,"Доброго всем времени суток>Дело хорошее, а инициатива наказуема :) Пишите проект :)*** Чукча..."""
Lukin,Не надо тока цветовых схем MSIE! Please!,2000-06-15 12:34:21,https://vif2ne.org/nvk/forum/archive/words/1304?text=,2.94K,"И вообще никаких дизайнерских, математических и технологических решений Билла Гейтса!!! Умоляю!! Нахлебались!!!..."""
Д.Шумаков,Присоединяюсь (-),2000-06-15 12:53:12,https://vif2ne.org/nvk/forum/archive/words/1305?text=,1.68K,">И вообще никаких дизайнерских, математических и технологических решений Билла Гейтса!!! Умоляю!! Нахлебались!!..."""
Волк,по поводу курилки и форума Новику (перенсо с Виф2 старого),2000-06-15 12:55:55,https://vif2ne.org/nvk/forum/archive/words/1087?text=,2.62K,"с уважением, волкпри попытке зайти на новый форум (уже был зарегестрирован и даже был собственно на форуме до того) полу..."""
reinis,po cvetam,2000-06-15 12:59:05,https://vif2ne.org/nvk/forum/archive/words/1091?text=,2.34K,"однa проблeмaк eсть. Mожeт и вопрос привички ну всётaки....Я прывик тaк, кaк было нa стaром форумe - новыe сообшeния синиe, ..."""
Daniel,Мне здесь нравится :)),2000-06-15 13:01:39,https://vif2ne.org/nvk/forum/archive/words/1086?text=,1.68K,"Все вполне устраивает, скорость - приличная...С уважением,Д...."""
Novik,Re: по поводу курилки и форума Новику (перенсо с Виф2 старого),2000-06-15 13:10:39,https://vif2ne.org/nvk/forum/archive/words/1088?text=,2.67K,"Приветствую.>при попытке зайти на новый форум (уже был зарегестрирован и даже был собственно на форуме ..."""
ARTHURM,Вопрос по архивам,2000-06-15 13:19:23,https://vif2ne.org/nvk/forum/archive/words/1089?text=,1.92K,"Добрый день!А будут ли сюда перенесены архивы из ВИФ-2?И еще - нельзя ли при каждом архиве в скобочках указывать диа..."""
Novik,"Re: Скажите, как удобнее.",2000-06-15 13:20:50,https://vif2ne.org/nvk/forum/archive/words/1092?text=,1.99K,"Приветствую.Один из цветов (новые) настраивается. Другие два (читанные/нечитанные) жестко зашиты для каждой палитры. Могу уб..."""
Novik,Re: Вопрос по архивам,2000-06-15 13:27:48,https://vif2ne.org/nvk/forum/archive/words/1090?text=,2.11K,Приветствую.>Добрый день!>А будут ли сюда перенесены архивы из ВИФ-2?
reinis,"Re: Скажите, как удобнее.",2000-06-15 14:00:57,https://vif2ne.org/nvk/forum/archive/words/1093?text=,2.00K,"Nado poeksperimentirvoat'. no po opytu kurilki mogli by my sdelat' vmesto tjomno zeljonovo chronij a imena - tjomno zeljonie i v..."""
Novik,Re: Смотрите.,2000-06-15 14:21:34,https://vif2ne.org/nvk/forum/archive/words/1094?text=,1.77K,"Приветствую.>Nado poeksperimentirvoat'. no po opytu kurilki mogli by my sdelat' vmesto tjomno zeljonovo chr..."""
А.Никольский,Коржаков разоблачал его как агента КГБ (сексота в смысле),2000-06-15 14:45:20,https://vif2ne.org/nvk/forum/archive/words/1126?text=,2.80K,">>Сам он говорил,что был вроде бы военным переводчиком,а я слышал что служил в КГБ.>>Если это так,то было б..."""
